,xmin,ymin,xmax,ymax
1012,900,1200,10500,10800
1013,5700,8700,15300,18300
1014,8100,4800,17700,14400
1015,3600,5400,13200,15000
1016,1800,300,11400,9900
1017,6300,1200,15900,10800
1018,900,2400,10500,12000
1019,300,8400,9900,18000
1020,1800,900,11400,10500
1021,8400,6900,18000,16500
1022,5100,8100,14700,17700
1023,7200,8400,16800,18000
1024,3300,6300,12900,15900
1025,2100,9000,11700,18600
1026,600,1500,10200,11100
1027,3000,600,12600,10200
1028,4500,3900,14100,13500
1029,600,6900,10200,16500
1030,1800,6000,11400,15600
1031,5100,4200,14700,13800
1032,600,2700,10200,12300
1033,3000,0,12600,9600
1034,0,7500,9600,17100
1035,8700,2400,18300,12000
1036,6300,8100,15900,17700
1037,4200,9600,13800,19200
1038,1800,9000,11400,18600
1039,6600,3900,16200,13500
1040,6600,9000,16200,18600
1041,900,6300,10500,15900
1042,7500,5400,17100,15000
1043,600,2400,10200,12000
1044,8700,900,18300,10500
1045,8400,3600,18000,13200
1046,8100,1200,17700,10800
1047,8700,6300,18300,15900
1048,2700,300,12300,9900
1049,900,7800,10500,17400
1050,1200,5400,10800,15000
1051,5700,6300,15300,15900
1052,3300,300,12900,9900
1053,9300,2700,18900,12300
1054,2100,2700,11700,12300
1055,5400,5400,15000,15000
1056,1200,8400,10800,18000
1057,1200,7200,10800,16800
1058,4200,6600,13800,16200
1059,5400,9000,15000,18600
1060,7500,9000,17100,18600
1061,8700,6000,18300,15600
1062,5400,6300,15000,15900
1063,3300,6300,12900,15900
1064,5400,3900,15000,13500
1065,8100,7200,17700,16800
1066,9000,3900,18600,13500
1067,8400,300,18000,9900
1068,9000,3900,18600,13500
1069,3300,6600,12900,16200
1070,7500,9600,17100,19200
1071,600,8700,10200,18300
1072,1500,0,11100,9600
1073,2700,600,12300,10200
1074,3900,8700,13500,18300
1075,5100,5100,14700,14700
1076,1800,7500,11400,17100
1077,0,3000,9600,12600
1078,6000,3600,15600,13200
1079,300,1800,9900,11400
1080,1200,4800,10800,14400
1081,1500,5700,11100,15300
1082,9300,2700,18900,12300
1083,7200,1800,16800,11400
1084,5700,1200,15300,10800
1085,7200,8700,16800,18300
1086,300,1500,9900,11100
1087,6000,8700,15600,18300
1088,1500,3900,11100,13500
1089,0,1800,9600,11400
1090,8700,1500,18300,11100
1091,8700,3000,18300,12600
1092,2100,1800,11700,11400
1093,6900,1800,16500,11400
1094,6600,7500,16200,17100
1095,3300,5100,12900,14700
1096,9600,7500,19200,17100
1097,3900,1500,13500,11100
1098,900,6300,10500,15900
1099,4800,9000,14400,18600
1100,600,5400,10200,15000
1101,2700,4800,12300,14400
1102,4800,6300,14400,15900
1103,5100,300,14700,9900
1104,8100,600,17700,10200
1105,1200,9600,10800,19200
1106,6000,3300,15600,12900
1107,5400,9000,15000,18600
1108,9300,600,18900,10200
1109,300,9300,9900,18900
1110,9300,5400,18900,15000
1111,9000,1200,18600,10800
1112,5400,8100,15000,17700
1113,4200,3000,13800,12600
1114,1800,5100,11400,14700
1115,4200,5400,13800,15000
1116,3900,1200,13500,10800
1117,900,3000,10500,12600
1118,5400,300,15000,9900
1119,2700,6000,12300,15600
1120,600,4500,10200,14100
1121,9000,8700,18600,18300
1122,9300,3900,18900,13500
1123,1200,8700,10800,18300
1124,3300,5700,12900,15300
1125,600,6900,10200,16500
1126,8400,1800,18000,11400
1127,6900,1200,16500,10800
1128,9300,300,18900,9900
1129,1800,2100,11400,11700
1130,4800,9300,14400,18900
1131,1800,9600,11400,19200
1132,6900,9600,16500,19200
1133,3600,1200,13200,10800
1134,4800,0,14400,9600
1135,0,6900,9600,16500
1136,8100,4200,17700,13800
1137,4200,1200,13800,10800
1138,8100,3000,17700,12600
1139,4200,6000,13800,15600
1140,3900,5400,13500,15000
1141,2400,8400,12000,18000
1142,0,8700,9600,18300
1143,4500,600,14100,10200
1144,5700,0,15300,9600
1145,9000,9300,18600,18900
1146,7800,7800,17400,17400
1147,3900,6600,13500,16200
1148,8400,1500,18000,11100
1149,5400,5400,15000,15000
1150,6000,2400,15600,12000
1151,8700,2400,18300,12000
1152,3000,3000,12600,12600
1153,4200,3300,13800,12900
1154,3300,7800,12900,17400
1155,8400,1200,18000,10800
1156,0,4500,9600,14100
1157,3000,900,12600,10500
1158,7500,2400,17100,12000
1159,3900,4500,13500,14100
1160,8700,1500,18300,11100
1161,9000,600,18600,10200
1162,9600,6600,19200,16200
1163,3600,3000,13200,12600
1164,7500,2400,17100,12000
1165,1500,3300,11100,12900
1166,6000,3300,15600,12900
1167,9600,1200,19200,10800
1168,2100,4500,11700,14100
1169,4800,9300,14400,18900
1170,9600,4200,19200,13800
1171,8100,8700,17700,18300
1172,9000,3000,18600,12600
1173,5100,0,14700,9600
1174,600,3000,10200,12600
1175,8400,1800,18000,11400
1176,600,9000,10200,18600
1177,3900,6000,13500,15600
1178,8700,2400,18300,12000
1179,7500,900,17100,10500
1180,3000,8400,12600,18000
1181,5700,6000,15300,15600
1182,8100,7800,17700,17400
1183,4800,3600,14400,13200
1184,6900,8700,16500,18300
1185,6600,1200,16200,10800
1186,0,3600,9600,13200
1187,4500,9300,14100,18900
1188,1500,0,11100,9600
1189,1800,9600,11400,19200
1190,6600,9600,16200,19200
1191,600,6300,10200,15900
1192,2700,1800,12300,11400
1193,6600,2400,16200,12000
1194,9000,1500,18600,11100
1195,6000,6000,15600,15600
1196,6300,9600,15900,19200
1197,1200,1200,10800,10800
1198,2700,8700,12300,18300
1199,7500,6600,17100,16200
1200,600,6000,10200,15600
1201,600,7800,10200,17400
1202,4200,3000,13800,12600
1203,7800,1200,17400,10800
1204,6900,300,16500,9900
1205,300,8400,9900,18000
1206,1200,300,10800,9900
1207,3900,6900,13500,16500
1208,300,8700,9900,18300
1209,1800,3300,11400,12900
1210,2100,9300,11700,18900
1211,9600,6300,19200,15900
1212,9600,1800,19200,11400
1213,9600,3300,19200,12900
1214,6900,3300,16500,12900
1215,3300,8700,12900,18300
1216,3600,4200,13200,13800
1217,6300,8700,15900,18300
1218,5400,6300,15000,15900
1219,900,300,10500,9900
1220,6600,3600,16200,13200
1221,9300,6600,18900,16200
1222,9000,7800,18600,17400
1223,6900,4500,16500,14100
1224,7200,7200,16800,16800
1225,5100,5700,14700,15300
1226,6300,7800,15900,17400
1227,6900,6600,16500,16200
1228,4500,1800,14100,11400
1229,900,4200,10500,13800
1230,6000,2400,15600,12000
1231,7800,0,17400,9600
1232,300,9300,9900,18900
1233,1500,7200,11100,16800
1234,1500,6000,11100,15600
1235,600,3300,10200,12900
1236,8100,6300,17700,15900
1237,4800,9300,14400,18900
1238,3300,6300,12900,15900
1239,6300,6000,15900,15600
1240,600,9300,10200,18900
1241,600,5400,10200,15000
1242,8100,5700,17700,15300
1243,900,1500,10500,11100
1244,6600,1200,16200,10800
1245,4500,1500,14100,11100
1246,7800,5400,17400,15000
1247,6600,8100,16200,17700
1248,600,1800,10200,11400
1249,5700,1500,15300,11100
1250,6300,5100,15900,14700
1251,6000,5700,15600,15300
1252,2700,5400,12300,15000
1253,6300,4200,15900,13800
1254,600,1800,10200,11400
1255,8700,9600,18300,19200
1256,7800,7200,17400,16800
1257,5700,7800,15300,17400
1258,600,3600,10200,13200
1259,8700,7800,18300,17400
1260,3900,7200,13500,16800
1261,6600,1200,16200,10800
1262,5400,8100,15000,17700
1263,1500,5700,11100,15300
1264,6000,8100,15600,17700
1265,1200,1800,10800,11400
1266,1200,2100,10800,11700
1267,7500,3000,17100,12600
1268,3600,6900,13200,16500
1269,4800,4800,14400,14400
1270,1500,900,11100,10500
1271,4500,4500,14100,14100
1272,6600,3000,16200,12600
1273,1500,9300,11100,18900
1274,7800,3600,17400,13200
1275,5400,2400,15000,12000
1276,300,1500,9900,11100
1277,7800,0,17400,9600
1278,8100,3900,17700,13500
1279,0,3600,9600,13200
1280,4800,9600,14400,19200
1281,2100,3900,11700,13500
1282,3900,900,13500,10500
1283,2400,5100,12000,14700
1284,600,7800,10200,17400
1285,3300,8400,12900,18000
1286,3000,5100,12600,14700
1287,6300,4500,15900,14100
1288,5100,4200,14700,13800
1289,4500,9300,14100,18900
1290,7200,4200,16800,13800
1291,8100,2400,17700,12000
1292,4500,4800,14100,14400
1293,4200,300,13800,9900
1294,1200,2700,10800,12300
1295,4200,5100,13800,14700
1296,1500,0,11100,9600
1297,3600,8400,13200,18000
1298,300,5400,9900,15000
1299,1200,600,10800,10200
1300,8700,2100,18300,11700
1301,900,300,10500,9900
1302,4800,1800,14400,11400
1303,5700,8400,15300,18000
1304,7500,6900,17100,16500
1305,0,9600,9600,19200
1306,6300,9600,15900,19200
1307,5100,5700,14700,15300
1308,7200,4800,16800,14400
1309,6600,900,16200,10500
1310,3900,600,13500,10200
1311,4800,8700,14400,18300
1312,5100,3300,14700,12900
1313,4500,4500,14100,14100
1314,4200,8400,13800,18000
1315,5400,6600,15000,16200
1316,3600,6900,13200,16500
1317,6000,2700,15600,12300
1318,1200,300,10800,9900
1319,4800,9300,14400,18900
1320,3600,1800,13200,11400
1321,2400,600,12000,10200
1322,300,7200,9900,16800
1323,9000,3900,18600,13500
1324,3000,600,12600,10200
1325,7500,2700,17100,12300
1326,9300,2700,18900,12300
1327,1500,1500,11100,11100
1328,1500,1500,11100,11100
1329,9600,2100,19200,11700
1330,6300,3300,15900,12900
1331,4200,4200,13800,13800
1332,6900,9000,16500,18600
1333,8400,2700,18000,12300
1334,9000,9300,18600,18900
1335,3300,3900,12900,13500
1336,3300,1500,12900,11100
1337,1500,4500,11100,14100
1338,2100,3000,11700,12600
1339,7800,7500,17400,17100
1340,1500,6000,11100,15600
1341,6600,4800,16200,14400
1342,9000,7200,18600,16800
1343,7800,5700,17400,15300
1344,900,8700,10500,18300
1345,4500,900,14100,10500
1346,7800,9000,17400,18600
1347,5100,0,14700,9600
1348,7800,5400,17400,15000
1349,8100,9600,17700,19200
1350,8400,3600,18000,13200
1351,6900,5400,16500,15000
1352,7500,4500,17100,14100
1353,9000,7200,18600,16800
1354,7500,8100,17100,17700
1355,4500,8100,14100,17700
1356,9000,4800,18600,14400
1357,4500,4500,14100,14100
1358,5100,2700,14700,12300
1359,1800,6300,11400,15900
1360,9600,1800,19200,11400
1361,7500,9300,17100,18900
1362,3300,1200,12900,10800
1363,8400,3600,18000,13200
1364,1500,0,11100,9600
1365,7500,5100,17100,14700
1366,3300,6900,12900,16500
1367,5700,4200,15300,13800
1368,0,900,9600,10500
1369,5700,4800,15300,14400
1370,5400,8700,15000,18300
1371,7800,6600,17400,16200
1372,3600,9000,13200,18600
1373,0,9000,9600,18600
1374,6300,1500,15900,11100
1375,8400,7500,18000,17100
1376,4500,6000,14100,15600
1377,3600,9000,13200,18600
1378,7500,9300,17100,18900
1379,7200,6900,16800,16500
1380,8100,2100,17700,11700
1381,3000,3300,12600,12900
1382,3900,4800,13500,14400
1383,3000,2400,12600,12000
1384,1800,8700,11400,18300
1385,3600,2100,13200,11700
1386,2100,0,11700,9600
1387,5400,6000,15000,15600
1388,0,9600,9600,19200
1389,8400,8700,18000,18300
1390,1500,300,11100,9900
1391,5400,6900,15000,16500
1392,6300,5400,15900,15000
1393,1200,2400,10800,12000
1394,6000,8100,15600,17700
1395,9600,5400,19200,15000
1396,9000,900,18600,10500
1397,2100,900,11700,10500
1398,3300,3000,12900,12600
1399,5100,1500,14700,11100
1400,8400,7800,18000,17400
1401,0,5400,9600,15000
1402,9300,6600,18900,16200
1403,3600,9600,13200,19200
1404,3300,6600,12900,16200
1405,3600,1200,13200,10800
1406,3300,7200,12900,16800
1407,2400,1200,12000,10800
1408,3900,6900,13500,16500
1409,3000,4200,12600,13800
1410,6600,3600,16200,13200
1411,6000,5100,15600,14700
1412,1200,900,10800,10500
1413,5400,9000,15000,18600
1414,4800,2400,14400,12000
1415,5700,5400,15300,15000
1416,1500,4800,11100,14400
1417,2700,3900,12300,13500
1418,8700,900,18300,10500
1419,4500,0,14100,9600
1420,6000,5400,15600,15000
1421,7800,7500,17400,17100
1422,3600,6300,13200,15900
1423,5700,2400,15300,12000
1424,6900,9000,16500,18600
1425,5100,5700,14700,15300
1426,600,4200,10200,13800
1427,5100,3300,14700,12900
1428,6600,2700,16200,12300
1429,1800,3000,11400,12600
1430,6600,300,16200,9900
1431,2100,3000,11700,12600
1432,8100,3600,17700,13200
1433,0,4500,9600,14100
1434,3600,4800,13200,14400
1435,2400,8100,12000,17700
1436,2100,6900,11700,16500
1437,7800,8400,17400,18000
1438,8400,1800,18000,11400
1439,1500,6600,11100,16200
1440,2400,3600,12000,13200
1441,5400,3300,15000,12900
1442,1500,4200,11100,13800
1443,600,4200,10200,13800
1444,8700,7200,18300,16800
1445,6300,4200,15900,13800
1446,3600,6900,13200,16500
1447,5700,7200,15300,16800
1448,5700,4800,15300,14400
1449,6600,2700,16200,12300
1450,9300,5700,18900,15300
1451,5400,3000,15000,12600
1452,9600,9300,19200,18900
1453,8700,3600,18300,13200
1454,6300,3300,15900,12900
1455,4200,900,13800,10500
1456,9000,4200,18600,13800
1457,8400,9600,18000,19200
1458,8400,900,18000,10500
1459,5400,8700,15000,18300
1460,1200,3300,10800,12900
1461,6600,1800,16200,11400
1462,9600,3900,19200,13500
1463,3900,9300,13500,18900
1464,5100,5400,14700,15000
1465,5100,300,14700,9900
1466,6600,2700,16200,12300
1467,5400,7800,15000,17400
1468,2100,3900,11700,13500
1469,2400,6600,12000,16200
1470,5700,4200,15300,13800
1471,7500,600,17100,10200
1472,1800,5400,11400,15000
1473,7500,8100,17100,17700
1474,0,7500,9600,17100
1475,3000,7500,12600,17100
1476,3300,300,12900,9900
1477,6000,9000,15600,18600
1478,4200,9600,13800,19200
1479,1800,5100,11400,14700
1480,3300,7500,12900,17100
1481,2100,900,11700,10500
1482,5100,3900,14700,13500
1483,3900,9000,13500,18600
1484,6600,7800,16200,17400
1485,8700,5700,18300,15300
1486,5100,2700,14700,12300
1487,7500,1800,17100,11400
1488,8400,900,18000,10500
1489,2400,1500,12000,11100
1490,8400,4500,18000,14100
1491,4500,7500,14100,17100
1492,5400,6600,15000,16200
1493,600,6600,10200,16200
1494,1500,3900,11100,13500
1495,8400,5700,18000,15300
1496,1500,1800,11100,11400
1497,4500,5400,14100,15000
1498,6900,7200,16500,16800
1499,1800,1500,11400,11100
1500,7500,0,17100,9600
1501,4500,1500,14100,11100
1502,5700,2400,15300,12000
1503,6600,7500,16200,17100
1504,5700,2400,15300,12000
1505,3900,4800,13500,14400
1506,6900,9000,16500,18600
1507,1200,1500,10800,11100
1508,3600,4500,13200,14100
1509,5100,6900,14700,16500
1510,7500,7500,17100,17100
1511,4200,3900,13800,13500
1512,600,2700,10200,12300
1513,7200,9300,16800,18900
1514,8100,3600,17700,13200
1515,3300,2400,12900,12000
1516,4200,1800,13800,11400
1517,7200,8700,16800,18300
1518,7800,3000,17400,12600
1519,4800,6900,14400,16500
1520,0,1500,9600,11100
1521,0,600,9600,10200
1522,3900,6600,13500,16200
1523,8400,0,18000,9600
1524,9000,3300,18600,12900
1525,3300,3300,12900,12900
1526,2700,3900,12300,13500
1527,6300,6000,15900,15600
1528,600,8400,10200,18000
1529,7200,9000,16800,18600
1530,3300,8400,12900,18000
1531,4200,600,13800,10200
1532,6900,1800,16500,11400
1533,3000,3000,12600,12600
1534,9300,6600,18900,16200
1535,4200,6600,13800,16200
1536,3300,8100,12900,17700
1537,9300,0,18900,9600
1538,600,2700,10200,12300
1539,3900,1500,13500,11100
1540,7500,3300,17100,12900
1541,2100,0,11700,9600
1542,1500,900,11100,10500
1543,7500,7200,17100,16800
1544,6900,4200,16500,13800
1545,4500,1200,14100,10800
1546,3600,8400,13200,18000
1547,8100,2100,17700,11700
1548,6300,5400,15900,15000
1549,3300,0,12900,9600
1550,3000,1800,12600,11400
1551,7500,1200,17100,10800
1552,3900,2700,13500,12300
1553,5700,3600,15300,13200
1554,4800,0,14400,9600
1555,2400,6600,12000,16200
1556,6000,9300,15600,18900
1557,5400,6000,15000,15600
1558,8100,0,17700,9600
1559,6000,9000,15600,18600
1560,5700,8100,15300,17700
1561,6300,300,15900,9900
1562,0,1500,9600,11100
1563,6600,6900,16200,16500
1564,9600,2400,19200,12000
1565,1500,7800,11100,17400
1566,3300,6300,12900,15900
1567,2100,8100,11700,17700
1568,4200,3300,13800,12900
1569,2100,5400,11700,15000
1570,7500,4200,17100,13800
1571,6600,1800,16200,11400
1572,1500,8400,11100,18000
1573,9600,8400,19200,18000
1574,7800,4500,17400,14100
1575,8400,3000,18000,12600
1576,3300,3600,12900,13200
1577,2400,9600,12000,19200
1578,4200,3600,13800,13200
1579,7500,9000,17100,18600
1580,6300,6000,15900,15600
1581,9300,7500,18900,17100
1582,7200,6300,16800,15900
1583,5700,8400,15300,18000
1584,6000,8100,15600,17700
1585,2100,1800,11700,11400
1586,8400,6000,18000,15600
1587,9600,4200,19200,13800
1588,3300,7200,12900,16800
1589,0,2100,9600,11700
1590,9300,6600,18900,16200
1591,6900,300,16500,9900
1592,5400,3900,15000,13500
1593,4800,600,14400,10200
1594,5700,300,15300,9900
1595,3900,3600,13500,13200
1596,4200,4800,13800,14400
1597,7500,7800,17100,17400
1598,8100,5700,17700,15300
1599,6000,7200,15600,16800
1600,1800,5700,11400,15300
1601,6300,8700,15900,18300
1602,2100,8700,11700,18300
1603,9000,9300,18600,18900
1604,8100,7200,17700,16800
1605,7800,4800,17400,14400
1606,5100,3000,14700,12600
1607,3000,1500,12600,11100
1608,4800,9600,14400,19200
1609,8400,300,18000,9900
1610,8100,4500,17700,14100
1611,6600,300,16200,9900
1612,3000,0,12600,9600
1613,1800,9300,11400,18900
1614,6900,1500,16500,11100
1615,8400,3900,18000,13500
1616,3000,7200,12600,16800
1617,1200,9600,10800,19200
1618,7800,4500,17400,14100
1619,3300,6900,12900,16500
1620,3600,3300,13200,12900
1621,7500,0,17100,9600
1622,5100,2700,14700,12300
1623,4800,6900,14400,16500
1624,2700,7500,12300,17100
1625,4200,6900,13800,16500
1626,3000,1200,12600,10800
1627,7200,1500,16800,11100
1628,9000,300,18600,9900
1629,3900,1800,13500,11400
1630,9600,2400,19200,12000
1631,9000,9600,18600,19200
1632,1800,8400,11400,18000
1633,7200,6000,16800,15600
1634,3300,5400,12900,15000
1635,3300,1500,12900,11100
1636,7800,4200,17400,13800
1637,6300,2100,15900,11700
1638,900,6900,10500,16500
1639,7200,8700,16800,18300
1640,4500,7500,14100,17100
1641,2700,8700,12300,18300
1642,8700,3600,18300,13200
1643,7800,6900,17400,16500
1644,6900,6300,16500,15900
1645,2700,5700,12300,15300
1646,8400,9300,18000,18900
1647,8700,6000,18300,15600
1648,4200,4200,13800,13800
1649,7500,3600,17100,13200
1650,2400,2700,12000,12300
1651,7500,7500,17100,17100
1652,6300,9300,15900,18900
1653,8700,4500,18300,14100
1654,7200,4800,16800,14400
1655,7800,7200,17400,16800
1656,300,7800,9900,17400
1657,9600,3300,19200,12900
1658,4800,5400,14400,15000
1659,3600,6300,13200,15900
1660,300,300,9900,9900
1661,4500,9600,14100,19200
1662,900,6600,10500,16200
1663,3900,9000,13500,18600
1664,3900,5700,13500,15300
1665,4800,4800,14400,14400
1666,3900,5700,13500,15300
1667,900,4500,10500,14100
1668,300,900,9900,10500
1669,6600,6000,16200,15600
1670,6300,300,15900,9900
1671,1500,3000,11100,12600
1672,6600,9000,16200,18600
1673,1200,3600,10800,13200
1674,600,4200,10200,13800
1675,8700,6600,18300,16200
1676,4500,1200,14100,10800
1677,7200,8700,16800,18300
1678,300,9300,9900,18900
1679,9000,1500,18600,11100
1680,8700,9300,18300,18900
1681,300,7500,9900,17100
1682,1500,5700,11100,15300
1683,6900,6600,16500,16200
1684,9600,300,19200,9900
1685,5100,3000,14700,12600
1686,6900,5700,16500,15300
1687,300,300,9900,9900
1688,2100,5400,11700,15000
1689,9300,8700,18900,18300
1690,1800,6000,11400,15600
1691,7800,1500,17400,11100
1692,300,4500,9900,14100
1693,4200,300,13800,9900
1694,8700,600,18300,10200
1695,3000,5100,12600,14700
1696,900,3300,10500,12900
1697,8100,600,17700,10200
1698,4800,6600,14400,16200
1699,7200,7800,16800,17400
1700,6900,7200,16500,16800
1701,5400,2700,15000,12300
1702,3900,5100,13500,14700
1703,8400,2700,18000,12300
1704,7500,9300,17100,18900
1705,1800,5100,11400,14700
1706,6900,4800,16500,14400
1707,1800,1500,11400,11100
1708,8700,9600,18300,19200
1709,3300,9600,12900,19200
1710,900,4200,10500,13800
1711,8400,3300,18000,12900
1712,4200,7800,13800,17400
1713,4200,5100,13800,14700
1714,600,8700,10200,18300
1715,7200,7500,16800,17100
1716,3600,3600,13200,13200
1717,7500,900,17100,10500
1718,4800,8100,14400,17700
1719,6000,0,15600,9600
1720,5700,7200,15300,16800
1721,1800,6000,11400,15600
1722,1500,4800,11100,14400
1723,300,600,9900,10200
1724,9000,4800,18600,14400
1725,0,2700,9600,12300
1726,2100,9600,11700,19200
1727,3900,8700,13500,18300
1728,3600,1800,13200,11400
1729,5400,1500,15000,11100
1730,6300,8700,15900,18300
1731,900,3600,10500,13200
1732,2700,1200,12300,10800
1733,600,8700,10200,18300
1734,6000,6600,15600,16200
1735,2400,600,12000,10200
1736,2100,5100,11700,14700
1737,9600,3000,19200,12600
1738,2700,3900,12300,13500
1739,6900,3000,16500,12600
1740,900,5400,10500,15000
1741,8700,7200,18300,16800
1742,2700,3300,12300,12900
1743,8700,5400,18300,15000
1744,1800,4800,11400,14400
1745,600,900,10200,10500
1746,6600,900,16200,10500
1747,5100,1200,14700,10800
1748,1200,7200,10800,16800
1749,8100,5100,17700,14700
1750,1200,3300,10800,12900
1751,4800,8100,14400,17700
1752,6600,6600,16200,16200
1753,9300,9600,18900,19200
1754,2100,1800,11700,11400
1755,9600,1800,19200,11400
1756,3300,600,12900,10200
1757,9000,3000,18600,12600
1758,6600,7500,16200,17100
1759,7500,6000,17100,15600
1760,3000,8700,12600,18300
1761,300,3300,9900,12900
1762,5700,7500,15300,17100
1763,9300,3300,18900,12900
1764,7200,3900,16800,13500
1765,3000,1500,12600,11100
1766,6900,2700,16500,12300
1767,7500,3000,17100,12600
1768,3300,4200,12900,13800
1769,600,9300,10200,18900
1770,2100,4200,11700,13800
1771,5100,6600,14700,16200
1772,0,3300,9600,12900
1773,9000,9000,18600,18600
1774,3300,8400,12900,18000
1775,3000,6900,12600,16500
1776,6300,900,15900,10500
1777,5100,6300,14700,15900
1778,5400,8100,15000,17700
1779,4800,1500,14400,11100
1780,8400,2100,18000,11700
1781,6600,3600,16200,13200
1782,9000,2400,18600,12000
1783,300,1500,9900,11100
1784,3600,1200,13200,10800
1785,5400,300,15000,9900
1786,6000,5400,15600,15000
1787,300,4200,9900,13800
1788,7500,900,17100,10500
1789,1500,6000,11100,15600
1790,5400,4500,15000,14100
1791,8400,900,18000,10500
1792,300,5400,9900,15000
1793,7500,900,17100,10500
1794,5700,3900,15300,13500
1795,3000,1200,12600,10800
1796,9300,4200,18900,13800
1797,900,4200,10500,13800
1798,1800,300,11400,9900
1799,3300,5700,12900,15300
1800,1200,0,10800,9600
1801,1800,8400,11400,18000
1802,3600,3000,13200,12600
1803,600,4200,10200,13800
1804,9000,5700,18600,15300
1805,8700,3000,18300,12600
1806,3300,6000,12900,15600
1807,1200,5700,10800,15300
1808,6900,600,16500,10200
1809,8700,0,18300,9600
1810,3900,2700,13500,12300
1811,8100,6300,17700,15900
1812,1500,2400,11100,12000
1813,2400,2400,12000,12000
1814,5700,8100,15300,17700
1815,4500,1500,14100,11100
1816,8400,900,18000,10500
1817,8700,2400,18300,12000
1818,8700,4800,18300,14400
1819,7800,6300,17400,15900
1820,900,8100,10500,17700
1821,5400,3600,15000,13200
1822,8400,7200,18000,16800
1823,3000,5100,12600,14700
1824,9000,0,18600,9600
1825,1500,2100,11100,11700
1826,6000,2100,15600,11700
1827,1800,7200,11400,16800
1828,9000,6600,18600,16200
1829,900,0,10500,9600
1830,2400,2400,12000,12000
1831,4200,300,13800,9900
1832,600,7200,10200,16800
1833,600,9000,10200,18600
1834,5100,6600,14700,16200
1835,8400,2700,18000,12300
1836,9300,2100,18900,11700
1837,4800,5100,14400,14700
1838,4200,7800,13800,17400
1839,1500,4200,11100,13800
1840,2100,5700,11700,15300
1841,3000,6300,12600,15900
1842,0,6900,9600,16500
1843,0,1800,9600,11400
1844,3900,6300,13500,15900
1845,3000,1800,12600,11400
1846,8700,6000,18300,15600
1847,8700,5100,18300,14700
1848,7800,1200,17400,10800
1849,0,7800,9600,17400
1850,3000,6000,12600,15600
1851,5100,7200,14700,16800
1852,9000,4200,18600,13800
1853,3900,0,13500,9600
1854,0,5400,9600,15000
1855,8700,3000,18300,12600
1856,7500,6600,17100,16200
1857,900,6300,10500,15900
1858,3000,600,12600,10200
1859,8700,2700,18300,12300
1860,0,7200,9600,16800
1861,2100,4500,11700,14100
1862,3900,3300,13500,12900
1863,5400,900,15000,10500
1864,2100,8100,11700,17700
1865,2700,2100,12300,11700
1866,9300,9600,18900,19200
1867,3300,5400,12900,15000
1868,9300,2100,18900,11700
1869,9000,5700,18600,15300
1870,6900,2400,16500,12000
1871,7500,900,17100,10500
1872,0,8100,9600,17700
1873,9300,9300,18900,18900
1874,1800,7200,11400,16800
1875,3600,900,13200,10500
1876,7800,9300,17400,18900
1877,7800,7800,17400,17400
1878,3900,3900,13500,13500
1879,4200,7800,13800,17400
1880,900,3600,10500,13200
1881,7800,3600,17400,13200
1882,0,5700,9600,15300
1883,0,600,9600,10200
1884,3000,1800,12600,11400
1885,8700,3000,18300,12600
1886,3000,9000,12600,18600
1887,1500,6600,11100,16200
1888,900,4800,10500,14400
1889,300,6300,9900,15900
1890,3900,4500,13500,14100
1891,3600,6000,13200,15600
1892,6300,5700,15900,15300
1893,900,1800,10500,11400
1894,3000,600,12600,10200
1895,4200,1500,13800,11100
1896,8400,8400,18000,18000
1897,300,5100,9900,14700
1898,1200,600,10800,10200
1899,300,9300,9900,18900
1900,5400,7800,15000,17400
1901,6600,3300,16200,12900
1902,1200,4200,10800,13800
1903,600,1200,10200,10800
1904,1200,8700,10800,18300
1905,3900,6300,13500,15900
1906,2400,6300,12000,15900
1907,9300,8100,18900,17700
1908,0,7200,9600,16800
1909,6600,1800,16200,11400
1910,9300,2100,18900,11700
1911,900,9000,10500,18600
1912,600,8700,10200,18300
1913,2700,9300,12300,18900
1914,1500,9300,11100,18900
1915,6600,7200,16200,16800
1916,300,7500,9900,17100
1917,3600,1200,13200,10800
1918,1500,6000,11100,15600
1919,300,300,9900,9900
1920,8700,2100,18300,11700
1921,6300,7200,15900,16800
1922,9000,1800,18600,11400
1923,5100,1200,14700,10800
1924,7800,3000,17400,12600
1925,5400,3900,15000,13500
1926,9600,2100,19200,11700
1927,1200,7800,10800,17400
1928,1800,7200,11400,16800
1929,6000,4500,15600,14100
1930,2700,8700,12300,18300
1931,9600,3300,19200,12900
1932,2400,2700,12000,12300
1933,4800,4200,14400,13800
1934,8700,4200,18300,13800
1935,5700,1200,15300,10800
1936,6000,5100,15600,14700
1937,2100,7500,11700,17100
1938,8100,6600,17700,16200
1939,900,300,10500,9900
1940,9000,2400,18600,12000
1941,9300,9600,18900,19200
1942,9000,5100,18600,14700
1943,900,1200,10500,10800
1944,6600,5700,16200,15300
1945,6000,6900,15600,16500
1946,900,300,10500,9900
1947,7500,5400,17100,15000
1948,2100,9300,11700,18900
1949,5700,7500,15300,17100
1950,5100,2100,14700,11700
1951,9000,4500,18600,14100
1952,1800,7200,11400,16800
1953,8100,6000,17700,15600
1954,6600,1200,16200,10800
1955,2700,900,12300,10500
1956,1800,6300,11400,15900
1957,8400,2400,18000,12000
1958,7800,3600,17400,13200
1959,4800,5700,14400,15300
